"V1","text"
"No more.","book 5"
"CORIOLANUS:","book 5"
"Measureless liar, thou hast made my heart","book 5"
"Too great for what contains it. Boy! O slave!","book 5"
"Pardon me, lords, 'tis the first time that ever","book 5"
"I was forced to scold. Your judgments, my grave lords,","book 5"
"Must give this cur the lie: and his own notion--","book 5"
"Who wears my stripes impress'd upon him; that","book 5"
"Must bear my beating to his grave--shall join","book 5"
"To thrust the lie unto him.","book 5"
"First Lord:","book 5"
"Peace, both, and hear me speak.","book 5"
"CORIOLANUS:","book 5"
"Cut me to pieces, Volsces; men and lads,","book 5"
"Stain all your edges on me. Boy! false hound!","book 5"
"If you have writ your annals true, 'tis there,","book 5"
"That, like an eagle in a dove-cote, I","book 5"
"Flutter'd your Volscians in Corioli:","book 5"
"Alone I did it. Boy!","book 5"
"AUFIDIUS:","book 5"
"Why, noble lords,","book 5"
"Will you be put in mind of his blind fortune,","book 5"
"Which was your shame, by this unholy braggart,","book 5"
"'Fore your own eyes and ears?","book 5"
"All Conspirators:","book 5"
"Let him die for't.","book 5"
"All The People:","book 5"
"'Tear him to pieces.' 'Do it presently.' 'He kill'd","book 5"
"my son.' 'My daughter.' 'He killed my cousin","book 5"
"Marcus.' 'He killed my father.'","book 5"
"Second Lord:","book 5"
"Peace, ho! no outrage: peace!","book 5"
"The man is noble and his fame folds-in","book 5"
"This orb o' the earth. His last offences to us","book 5"
"Shall have judicious hearing. Stand, Aufidius,","book 5"
"And trouble not the peace.","book 5"
"CORIOLANUS:","book 5"
"O that I had him,","book 5"
"With six Aufidiuses, or more, his tribe,","book 5"
"To use my lawful sword!","book 5"
"AUFIDIUS:","book 5"
"Insolent villain!","book 5"
"All Conspirators:","book 5"
"Kill, kill, kill, kill, kill him!","book 5"
"Lords:","book 5"
"Hold, hold, hold, hold!","book 5"
"AUFIDIUS:","book 5"
"My noble masters, hear me speak.","book 5"
"First Lord:","book 5"
"O Tullus,--","book 5"
"Second Lord:","book 5"
"Thou hast done a deed whereat valour will weep.","book 5"
"Third Lord:","book 5"
"Tread not upon him. Masters all, be quiet;","book 5"
"Put up your swords.","book 5"
"AUFIDIUS:","book 5"
"My lords, when you shall know--as in this rage,","book 5"
"Provoked by him, you cannot--the great danger","book 5"
"Which this man's life did owe you, you'll rejoice","book 5"
"That he is thus cut off. Please it your honours","book 5"
"To call me to your senate, I'll deliver","book 5"
"Myself your loyal servant, or endure","book 5"
"Your heaviest censure.","book 5"
"First Lord:","book 5"
"Bear from hence his body;","book 5"
"And mourn you for him: let him be regarded","book 5"
"As the most noble corse that ever herald","book 5"
"Did follow to his urn.","book 5"
"Second Lord:","book 5"
"His own impatience","book 5"
"Takes from Aufidius a great part of blame.","book 5"
"Let's make the best of it.","book 5"
"AUFIDIUS:","book 5"
"My rage is gone;","book 5"
"And I am struck with sorrow. Take him up.","book 5"
"Help, three o' the chiefest soldiers; I'll be one.","book 5"
"Beat thou the drum, that it speak mournfully:","book 5"
"Trail your steel pikes. Though in this city he","book 5"
"Hath widow'd and unchilded many a one,","book 5"
"Which to this hour bewail the injury,","book 5"
"Yet he shall have a noble memory. Assist.","book 5"
"ACT I","book 6"
"SCENE I. A desert place.","book 6"
"Thunder and lightning. Enter three Witches","book 6"
"First Witch","book 6"
"When shall we three meet again","book 6"
"In thunder, lightning, or in rain?","book 6"
"Second Witch","book 6"
"When the hurlyburly's done,","book 6"
"When the battle's lost and won.","book 6"
"Third Witch","book 6"
"That will be ere the set of sun.","book 6"
"First Witch","book 6"
"Where the place?","book 6"
"Second Witch","book 6"
"Upon the heath.","book 6"
"Third Witch","book 6"
"There to meet with Macbeth.","book 6"
"First Witch","book 6"
"I come, Graymalkin!","book 6"
"Second Witch","book 6"
"Paddock calls.","book 6"
"Third Witch","book 6"
"Anon.","book 6"
"ALL","book 6"
"Fair is foul, and foul is fair:","book 6"
"Hover through the fog and filthy air.","book 6"
"Exeunt","book 6"
"SCENE II. A camp near Forres.","book 6"
"Alarum within. Enter DUNCAN, MALCOLM, DONALBAIN, LENNOX, with Attendants, meeting a bleeding Sergeant","book 6"
"DUNCAN","book 6"
"What bloody man is that? He can report,","book 6"
"As seemeth by his plight, of the revolt","book 6"
"The newest state.","book 6"
"MALCOLM","book 6"
"This is the sergeant","book 6"
"Who like a good and hardy soldier fought","book 6"
"'Gainst my captivity. Hail, brave friend!","book 6"
"Say to the king the knowledge of the broil","book 6"
"As thou didst leave it.","book 6"
"Sergeant","book 6"
"Doubtful it stood;","book 6"
"As two spent swimmers, that do cling together","book 6"
"And choke their art. The merciless Macdonwald--","book 6"
"Worthy to be a rebel, for to that","book 6"
"The multiplying villanies of nature","book 6"
"Do swarm upon him--from the western isles","book 6"
"Of kerns and gallowglasses is supplied;","book 6"
"And fortune, on his damned quarrel smiling,","book 6"
"Show'd like a rebel's whore: but all's too weak:","book 6"
"For brave Macbeth--well he deserves that name--","book 6"
"Disdaining fortune, with his brandish'd steel,","book 6"
"Which smoked with bloody execution,","book 6"
"Like valour's minion carved out his passage","book 6"
"Till he faced the slave;","book 6"
"Which ne'er shook hands, nor bade farewell to him,","book 6"
"Till he unseam'd him from the nave to the chaps,","book 6"
"And fix'd his head upon our battlements.","book 6"
"DUNCAN","book 6"
"O valiant cousin! worthy gentleman!","book 6"
"Sergeant","book 6"
"As whence the sun 'gins his reflection","book 6"
"Shipwrecking storms and direful thunders break,","book 6"
"So from that spring whence comfort seem'd to come","book 6"
"Discomfort swells. Mark, king of Scotland, mark:","book 6"
"No sooner justice had with valour arm'd","book 6"
"Compell'd these skipping kerns to trust their heels,","book 6"
"But the Norweyan lord surveying vantage,","book 6"
"With furbish'd arms and new supplies of men","book 6"
"Began a fresh assault.","book 6"
"DUNCAN","book 6"
"Dismay'd not this","book 6"
"Our captains, Macbeth and Banquo?","book 6"
"Sergeant","book 6"
"Yes;","book 6"
"As sparrows eagles, or the hare the lion.","book 6"
"If I say sooth, I must report they were","book 6"
"As cannons overcharged with double cracks, so they","book 6"
"Doubly redoubled strokes upon the foe:","book 6"
"Except they meant to bathe in reeking wounds,","book 6"
"Or memorise another Golgotha,","book 6"
"I cannot tell.","book 6"
"But I am faint, my gashes cry for help.","book 6"
"DUNCAN","book 6"
"So well thy words become thee as thy wounds;","book 6"
"They smack of honour both. Go get him surgeons.","book 6"
"Exit Sergeant, attended","book 6"
"Who comes here?","book 6"
"Enter ROSS","book 6"
"MALCOLM","book 6"
"The worthy thane of Ross.","book 6"
"LENNOX","book 6"
"What a haste looks through his eyes! So should he look","book 6"
"That seems to speak things strange.","book 6"
"ROSS","book 6"
"God save the king!","book 6"
"DUNCAN","book 6"
"Whence camest thou, worthy thane?","book 6"
"ROSS","book 6"
"From Fife, great king;","book 6"
"Where the Norweyan banners flout the sky","book 6"
"And fan our people cold. Norway himself,","book 6"
"With terrible numbers,","book 6"
"Assisted by that most disloyal traitor","book 6"
"The thane of Cawdor, began a dismal conflict;","book 6"
"Till that Bellona's bridegroom, lapp'd in proof,","book 6"
"Confronted him with self-comparisons,","book 6"
"Point against point rebellious, arm 'gainst arm.","book 6"
"Curbing his lavish spirit: and, to conclude,","book 6"
"The victory fell on us.","book 6"
"DUNCAN","book 6"
"Great happiness!","book 6"
"ROSS","book 6"
"That now","book 6"
"Sweno, the Norways' king, craves composition:","book 6"
"Nor would we deign him burial of his men","book 6"
"Till he disbursed at Saint Colme's inch","book 6"
"Ten thousand dollars to our general use.","book 6"
"DUNCAN","book 6"
"No more that thane of Cawdor shall deceive","book 6"
"Our bosom interest: go pronounce his present death,","book 6"
"And with his former title greet Macbeth.","book 6"
"ROSS","book 6"
"I'll see it done.","book 6"
"DUNCAN","book 6"
"What he hath lost noble Macbeth hath won.","book 6"
"Exeunt","book 6"
"SCENE III. A heath near Forres.","book 6"
"Thunder. Enter the three Witches","book 6"
"First Witch","book 6"
"Where hast thou been, sister?","book 6"
"Second Witch","book 6"
"Killing swine.","book 6"
"Third Witch","book 6"
"Sister, where thou?","book 6"
"First Witch","book 6"
"A sailor's wife had chestnuts in her lap,","book 6"
"And munch'd, and munch'd, and munch'd:--","book 6"
"'Give me,' quoth I:","book 6"
"'Aroint thee, witch!' the rump-fed ronyon cries.","book 6"
"Her husband's to Aleppo gone, master o' the Tiger:","book 6"
"But in a sieve I'll thither sail,","book 6"
"And, like a rat without a tail,","book 6"
"I'll do, I'll do, and I'll do.","book 6"
"Second Witch","book 6"
"I'll give thee a wind.","book 6"
"First Witch","book 6"
"Thou'rt kind.","book 6"
"Third Witch","book 6"
"And I another.","book 6"
"First Witch","book 6"
"I myself have all the other,","book 6"
"And the very ports they blow,","book 6"
"All the quarters that they know","book 6"
"I' the shipman's card.","book 6"
"I will drain him dry as hay:","book 6"
"Sleep shall neither night nor day","book 6"
"Hang upon his pent-house lid;","book 6"
"He shall live a man forbid:","book 6"
"Weary se'nnights nine times nine","book 6"
"Shall he dwindle, peak and pine:","book 6"
"Though his bark cannot be lost,","book 6"
"Yet it shall be tempest-tost.","book 6"
"Look what I have.","book 6"
"Second Witch","book 6"
"Show me, show me.","book 6"
"First Witch","book 6"
"Here I have a pilot's thumb,","book 6"
"Wreck'd as homeward he did come.","book 6"
"Drum within","book 6"
"Third Witch","book 6"
"A drum, a drum!","book 6"
"Macbeth doth come.","book 6"
"ALL","book 6"
"The weird sisters, hand in hand,","book 6"
"Posters of the sea and land,","book 6"
"Thus do go about, about:","book 6"
"Thrice to thine and thrice to mine","book 6"
"And thrice again, to make up nine.","book 6"
"Peace! the charm's wound up.","book 6"
"Enter MACBETH and BANQUO","book 6"
"MACBETH","book 6"
"So foul and fair a day I have not seen.","book 6"
"BANQUO","book 6"
"How far is't call'd to Forres? What are these","book 6"
"So wither'd and so wild in their attire,","book 6"
"That look not like the inhabitants o' the earth,","book 6"
"And yet are on't? Live you? or are you aught","book 6"
"That man may question? You seem to understand me,","book 6"
"By each at once her chappy finger laying","book 6"
"Upon her skinny lips: you should be women,","book 6"
"And yet your beards forbid me to interpret","book 6"
"That you are so.","book 6"
"MACBETH","book 6"
"Speak, if you can: what are you?","book 6"
"First Witch","book 6"
"All hail, Macbeth! hail to thee, thane of Glamis!","book 6"
"Second Witch","book 6"
"All hail, Macbeth, hail to thee, thane of Cawdor!","book 6"
"Third Witch","book 6"
"All hail, Macbeth, thou shalt be king hereafter!","book 6"
"BANQUO","book 6"
"Good sir, why do you start; and seem to fear","book 6"
"Things that do sound so fair? I' the name of truth,","book 6"
"Are ye fantastical, or that indeed","book 6"
"Which outwardly ye show? My noble partner","book 6"
"You greet with present grace and great prediction","book 6"
"Of noble having and of royal hope,","book 6"
"That he seems rapt withal: to me you speak not.","book 6"
"If you can look into the seeds of time,","book 6"
"And say which grain will grow and which will not,","book 6"
"Speak then to me, who neither beg nor fear","book 6"
"Your favours nor your hate.","book 6"
"First Witch","book 6"
"Hail!","book 6"
"Second Witch","book 6"
"Hail!","book 6"
"Third Witch","book 6"
"Hail!","book 6"
"First Witch","book 6"
"Lesser than Macbeth, and greater.","book 6"
"Second Witch","book 6"
"Not so happy, yet much happier.","book 6"
"Third Witch","book 6"
"Thou shalt get kings, though thou be none:","book 6"
"So all hail, Macbeth and Banquo!","book 6"
"First Witch","book 6"
"Banquo and Macbeth, all hail!","book 6"
"MACBETH","book 6"
"Stay, you imperfect speakers, tell me more:","book 6"
"By Sinel's death I know I am thane of Glamis;","book 6"
"But how of Cawdor? the thane of Cawdor lives,","book 6"
"A prosperous gentleman; and to be king","book 6"
"Stands not within the prospect of belief,","book 6"
